case_name,alt_kft,Re_L,M_inf,alpha_deg,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,CD_HF,CL_HF,CD_LF1,CD_LF2,CL_LF
case_4944,13.34,797000,0.1562,-2.235,163.7,100.6,378.2,1000,568.8,185.4,69.73,59.85,42.92,36.72,0.0121258,-0.0407326,0.043126508,0.042755572,0.783669531
case_4945,18.48,34010000,0.3216,18.02,163.7,100.6,378.2,1000,568.8,185.4,69.73,59.85,42.92,36.72,0.072418,0.254578,0.043070469,0.041195199,0.783875275
case_4946,20.43,17760000,0.284,11.62,163.7,100.6,378.2,1000,568.8,185.4,69.73,59.85,42.92,36.72,0.025783,0.228261,0.043064559,0.041273072,0.783808187
case_4947,36.67,5558000,0.2644,16.1,163.7,100.6,378.2,1000,568.8,185.4,69.73,59.85,42.92,36.72,0.0486702,0.262317,0.043077866,0.04179656,0.783957944
case_4948,9.123,9864000,0.05723,-7.484,163.7,100.6,378.2,1000,568.8,185.4,69.73,59.85,42.92,36.72,0.0289558,-0.148613,0.043085518,0.041348852,0.784076762
case_4949,29.47,7394000,0.2182,7.016,163.7,100.6,378.2,1000,568.8,185.4,69.73,59.85,42.92,36.72,0.0145446,0.145226,0.043072869,0.041502456,0.783936117
case_4951,35.04,35850000,0.473,19.84,188.1,92.02,441.9,1000,771.5,216.1,66.42,46.22,50.92,39.83,0.107857,0.345372,0.020028097,0.019705746,-0.303147633
case_4952,30.11,12450000,0.1762,10.03,188.1,92.02,441.9,1000,771.5,216.1,66.42,46.22,50.92,39.83,0.0252142,0.245366,0.020016444,0.019649997,-0.302694445
case_4953,22.16,8363000,0.1313,16.63,188.1,92.02,441.9,1000,771.5,216.1,66.42,46.22,50.92,39.83,0.0667692,0.357777,0.020016387,0.019669755,-0.302884815
case_4954,5.81,16210000,0.09277,-0.6097,188.1,92.02,441.9,1000,771.5,216.1,66.42,46.22,50.92,39.83,0.0155374,-0.0106277,0.020018326,0.019668855,-0.302808051
case_4955,38.83,1911000,0.346,-7.14,188.1,92.02,441.9,1000,771.5,216.1,66.42,46.22,50.92,39.83,0.0162797,-0.169204,0.020018707,0.019647681,-0.302932789
case_4957,0.0716,29480000,0.275,4.714,188.1,92.02,441.9,1000,771.5,216.1,66.42,46.22,50.92,39.83,0.00947271,0.125649,0.02001723,0.019650664,-0.302876213
case_4958,8.197,19370000,0.4501,13.3,188.1,92.02,441.9,1000,771.5,216.1,66.42,46.22,50.92,39.83,0.0478694,0.242825,0.020018857,0.019671763,-0.30292209
case_4959,16.72,4649000,0.2909,-2.915,188.1,92.02,441.9,1000,771.5,216.1,66.42,46.22,50.92,39.83,0.0101925,-0.0673668,0.020018857,0.019671763,-0.30292209
case_4961,27.72,21340000,0.4012,5.038,102.6,117.5,329,1000,748.7,193.3,81.87,48.88,51.69,31.94,0.0077243,0.0880511,0.014394395,0.014385283,-0.047816222
case_4962,30.27,10240000,0.3462,14.38,102.6,117.5,329,1000,748.7,193.3,81.87,48.88,51.69,31.94,0.0298396,0.208643,0.014395699,0.014384164,-0.048172723
case_4963,23.17,9430000,0.17,2.31,102.6,117.5,329,1000,748.7,193.3,81.87,48.88,51.69,31.94,0.00729105,0.0410177,0.014395195,0.01438434,-0.04802862
case_4964,14.08,42120000,0.2772,11.37,102.6,117.5,329,1000,748.7,193.3,81.87,48.88,51.69,31.94,0.0184756,0.182655,0.014395846,0.014383999,-0.048217921
case_4965,32.19,29910000,0.4527,-5.552,102.6,117.5,329,1000,748.7,193.3,81.87,48.88,51.69,31.94,0.00611446,-0.0948128,0.014395813,0.014383771,-0.048212852
case_4966,2.596,36460000,0.2431,19.41,102.6,117.5,329,1000,748.7,193.3,81.87,48.88,51.69,31.94,0.0665755,0.219165,0.014395909,0.014383294,-0.04824643
case_4967,36.32,2374000,0.2056,-2.138,102.6,117.5,329,1000,748.7,193.3,81.87,48.88,51.69,31.94,0.00825674,-0.0316276,0.014395895,0.014383437,-0.048238
case_4968,7.518,16250000,0.1025,8.068,102.6,117.5,329,1000,748.7,193.3,81.87,48.88,51.69,31.94,0.0174246,0.133031,0.014395911,0.014383077,-0.048246496
case_4969,9.84,8104000,0.4774,-0.5808,102.6,117.5,329,1000,748.7,193.3,81.87,48.88,51.69,31.94,0.00519948,-0.00722167,0.014395909,0.014383294,-0.04824643
case_4970,0.914,26000000,0.496,6.152,172.5,78.2,519.9,1000,692.7,266.2,66.26,53.49,54.82,24.11,0.0114892,0.195542,0.185323148,0.18970956,1.870645871
case_4971,5.302,30400000,0.2286,16.37,172.5,78.2,519.9,1000,692.7,266.2,66.26,53.49,54.82,24.11,0.0741681,0.297254,0.183325694,0.186494149,1.859312736
case_4972,34.74,26770000,0.4096,0.2452,172.5,78.2,519.9,1000,692.7,266.2,66.26,53.49,54.82,24.11,0.0051913,0.0137747,0.183305861,0.187648623,1.859012222
case_4973,14.54,20890000,0.4329,11.12,172.5,78.2,519.9,1000,692.7,266.2,66.26,53.49,54.82,24.11,0.0311024,0.258528,0.183323803,0.188974468,1.85916244
case_4975,26.85,1475000,0.3455,-8.75,172.5,78.2,519.9,1000,692.7,266.2,66.26,53.49,54.82,24.11,0.021186,-0.22836,0.182909558,0.187513158,1.856561716
case_4976,18.37,26120000,0.2423,-4.456,172.5,78.2,519.9,1000,692.7,266.2,66.26,53.49,54.82,24.11,0.010037,-0.119646,0.183070273,0.193310291,1.857537885
case_4977,11.03,20210000,0.1203,4.592,172.5,78.2,519.9,1000,692.7,266.2,66.26,53.49,54.82,24.11,0.0164371,0.133202,0.182989653,0.190835066,1.857130134
case_4978,38.38,1914000,0.06654,-1.879,172.5,78.2,519.9,1000,692.7,266.2,66.26,53.49,54.82,24.11,0.0240942,-0.0455629,0.182989653,0.190835066,1.857130134
case_4979,31.89,1899000,0.1847,17.59,172.5,78.2,519.9,1000,692.7,266.2,66.26,53.49,54.82,24.11,0.0899276,0.320994,0.182838647,0.187505133,1.856640982
case_4980,20.38,6195000,0.06552,7.401,187.6,71.09,437.8,1000,649.8,204.6,87.09,57.25,49.92,30.21,0.0308055,0.178028,0.160296123,0.1640593,1.731881757
case_4982,6.304,40790000,0.2541,1.624,187.6,71.09,437.8,1000,649.8,204.6,87.09,57.25,49.92,30.21,0.00651608,0.0451796,0.16010553,0.166869896,1.730793909
case_4983,27.91,27840000,0.3975,-4.345,187.6,71.09,437.8,1000,649.8,204.6,87.09,57.25,49.92,30.21,0.00703621,-0.104896,0.160063845,0.163607748,1.730335976
case_4984,12.3,974600,0.3341,10.67,187.6,71.09,437.8,1000,649.8,204.6,87.09,57.25,49.92,30.21,0.0292892,0.223638,0.15982368,0.163037932,1.728612006
case_4985,3.381,15610000,0.2889,-1.141,187.6,71.09,437.8,1000,649.8,204.6,87.09,57.25,49.92,30.21,0.00636266,-0.0226198,0.159485821,0.162369632,1.72803208
case_4986,18.05,8509000,0.1666,-8.475,187.6,71.09,437.8,1000,649.8,204.6,87.09,57.25,49.92,30.21,0.019541,-0.19411,0.159680852,0.162555329,1.727774339
case_4987,37.68,4446000,0.1153,17.74,187.6,71.09,437.8,1000,649.8,204.6,87.09,57.25,49.92,30.21,0.0703907,0.350928,0.159701162,0.162263308,1.728137126
case_4988,30.52,19910000,0.45,2.677,187.6,71.09,437.8,1000,649.8,204.6,87.09,57.25,49.92,30.21,0.00536449,0.0773028,0.15967459,0.160913456,1.727862071
case_4989,34.18,2034000,0.1963,16.16,187.6,71.09,437.8,1000,649.8,204.6,87.09,57.25,49.92,30.21,0.0595293,0.309506,0.159701162,0.162263308,1.728137126
case_4990,29.27,1143000,0.1852,1.015,152.2,178.8,342.9,1000,833.4,207.6,77.57,40.64,51.22,24.54,0.0124041,0.0282754,0.068859693,0.070883076,1.106841148
case_4991,5.307,64180000,0.36,4.189,152.2,178.8,342.9,1000,833.4,207.6,77.57,40.64,51.22,24.54,0.00766242,0.116637,0.069073267,0.067960886,1.109413597
case_4993,14.73,8214000,0.1722,-2.155,152.2,178.8,342.9,1000,833.4,207.6,77.57,40.64,51.22,24.54,0.0120736,-0.0519154,0.068859701,0.070883066,1.106841218
case_4994,3.707,30790000,0.249,-4.019,152.2,178.8,342.9,1000,833.4,207.6,77.57,40.64,51.22,24.54,0.00906188,-0.101571,0.069073267,0.067960886,1.109413597
case_4995,20.5,7428000,0.1179,6.676,152.2,178.8,342.9,1000,833.4,207.6,77.57,40.64,51.22,24.54,0.0210122,0.173047,0.069173533,0.067818718,1.110160116
case_4997,18.25,8178000,0.07904,13.91,152.2,178.8,342.9,1000,833.4,207.6,77.57,40.64,51.22,24.54,0.0553862,0.333981,0.069113892,0.067437165,1.109665315
case_4998,39.16,3527000,0.2815,17.12,152.2,178.8,342.9,1000,833.4,207.6,77.57,40.64,51.22,24.54,0.0738905,0.335382,0.069160029,0.067784847,1.110141592
case_4999,32.98,31310000,0.3966,9.88,152.2,178.8,342.9,1000,833.4,207.6,77.57,40.64,51.22,24.54,0.0259343,0.209362,0.069135073,0.067851862,1.109849383
case_5003,22.48,26540000,0.258,18.67,119.7,83.13,548.9,1000,706,214.1,79.14,51.57,46.12,35.25,0.0786103,0.264835,0.099197433,0.098449611,1.365321895
case_5004,18.45,2697000,0.3019,2.768,119.7,83.13,548.9,1000,706,214.1,79.14,51.57,46.12,35.25,0.00910918,0.0687425,0.099624984,0.093629457,1.364273049
case_5005,11.34,50080000,0.3284,-3.9,119.7,83.13,548.9,1000,706,214.1,79.14,51.57,46.12,35.25,0.00600314,-0.0864401,0.099952962,0.096187292,1.366980996
case_5006,0.516,28470000,0.3825,7.341,119.7,83.13,548.9,1000,706,214.1,79.14,51.57,46.12,35.25,0.0113979,0.184429,0.099932587,0.096955939,1.366258376
case_5007,34.18,9828000,0.4692,14.37,119.7,83.13,548.9,1000,706,214.1,79.14,51.57,46.12,35.25,0.0447701,0.248848,0.099766437,0.097212709,1.365908785
case_5008,13.58,19550000,0.2049,12.49,119.7,83.13,548.9,1000,706,214.1,79.14,51.57,46.12,35.25,0.0303758,0.262399,0.099903767,0.098163088,1.366226405
case_5009,37.85,8238000,0.1481,-5.723,119.7,83.13,548.9,1000,706,214.1,79.14,51.57,46.12,35.25,0.0130199,-0.122977,0.099945131,0.097272917,1.366586775
case_5013,7.738,44530000,0.2691,10.72,164.3,129.4,391.1,1000,660.6,234.5,69.6,53.93,51.53,25.56,0.026199,0.25811,0.206229283,0.206672608,2.00296714
case_5015,34.46,34240000,0.4367,5.255,164.3,129.4,391.1,1000,660.6,234.5,69.6,53.93,51.53,25.56,0.00886768,0.150698,0.206341117,0.212403784,2.004188537
case_5016,16.77,8801000,0.113,-9.984,164.3,129.4,391.1,1000,660.6,234.5,69.6,53.93,51.53,25.56,0.0293661,-0.240964,0.205686864,0.206133811,2.000356106
case_5017,12.91,18050000,0.1444,16.52,164.3,129.4,391.1,1000,660.6,234.5,69.6,53.93,51.53,25.56,0.0769126,0.317911,0.205549201,0.21228658,1.998759839
case_5018,21.38,4601000,0.3706,18.34,164.3,129.4,391.1,1000,660.6,234.5,69.6,53.93,51.53,25.56,0.0980673,0.3025,0.205628821,0.212811909,1.999384736
case_5019,24.27,6210000,0.2183,2.708,164.3,129.4,391.1,1000,660.6,234.5,69.6,53.93,51.53,25.56,0.0109052,0.0726001,0.205549201,0.21228658,1.998759839
case_5021,9.64,66170000,0.4589,19.84,168.9,168.5,485,1000,822.5,180.5,80.57,40.4,48.34,31.4,0.12433,0.400241,0.021154714,0.020943534,-0.234581126
case_5024,34.35,23390000,0.3858,11.53,168.9,168.5,485,1000,822.5,180.5,80.57,40.4,48.34,31.4,0.0413824,0.247233,0.021147079,0.020938307,-0.234374127
case_5025,13.16,7539000,0.2887,-4.468,168.9,168.5,485,1000,822.5,180.5,80.57,40.4,48.34,31.4,0.0113824,-0.124241,0.021154714,0.020943534,-0.234581126
case_5026,22.84,8584000,0.1484,1.918,168.9,168.5,485,1000,822.5,180.5,80.57,40.4,48.34,31.4,0.0125139,0.0613889,0.021154714,0.020943534,-0.234581126
case_5027,36.31,9318000,0.1285,6.491,168.9,168.5,485,1000,822.5,180.5,80.57,40.4,48.34,31.4,0.0206345,0.192651,0.021159453,0.020947523,-0.234627955
case_5028,2.783,23550000,0.2064,2.07,168.9,168.5,485,1000,822.5,180.5,80.57,40.4,48.34,31.4,0.00928555,0.0671149,0.021160377,0.020942419,-0.2346775
case_5029,25.3,1837000,0.3364,-2.284,168.9,168.5,485,1000,822.5,180.5,80.57,40.4,48.34,31.4,0.0110218,-0.0605949,0.021159946,0.020946867,-0.234653742
case_5030,9.129,9049000,0.1556,-4.565,173.7,157.2,301,1000,602.2,265.4,80.5,40.69,49.96,26.66,0.0146301,-0.116207,0.014142976,0.014049898,-0.163961566
case_5031,32.48,1396000,0.07042,-8.161,173.7,157.2,301,1000,602.2,265.4,80.5,40.69,49.96,26.66,0.0327387,-0.20495,0.014135555,0.014034948,-0.163392833
case_5032,13.47,28710000,0.2233,10.01,173.7,157.2,301,1000,602.2,265.4,80.5,40.69,49.96,26.66,0.0243957,0.262319,0.014135555,0.014034948,-0.163392833
case_5033,31.64,23960000,0.2901,19.26,173.7,157.2,301,1000,602.2,265.4,80.5,40.69,49.96,26.66,0.107592,0.351595,0.014145475,0.014038462,-0.164173939
case_5034,5.25,11610000,0.3312,-0.6077,173.7,157.2,301,1000,602.2,265.4,80.5,40.69,49.96,26.66,0.00758471,-0.0136347,0.014140101,0.014051302,-0.163944803
case_5035,1.437,47460000,0.4996,11.05,173.7,157.2,301,1000,602.2,265.4,80.5,40.69,49.96,26.66,0.0371331,0.227535,0.014145438,0.014044096,-0.164166893
case_5036,16.17,13190000,0.1299,7.408,173.7,157.2,301,1000,602.2,265.4,80.5,40.69,49.96,26.66,0.0219933,0.193994,0.014145475,0.014038462,-0.164173939
case_5037,26.68,31410000,0.3885,4.271,173.7,157.2,301,1000,602.2,265.4,80.5,40.69,49.96,26.66,0.00764317,0.119415,0.014145051,0.014033236,-0.164149218
case_5038,23.98,2091000,0.244,16.4,173.7,157.2,301,1000,602.2,265.4,80.5,40.69,49.96,26.66,0.0672686,0.348712,0.014145616,0.014038777,-0.164187723
case_5039,38.66,15780000,0.4226,-1.619,173.7,157.2,301,1000,602.2,265.4,80.5,40.69,49.96,26.66,0.0071635,-0.0411345,0.014145616,0.014038777,-0.164187723
case_5040,18.59,35640000,0.3021,9.886,110.2,90,514.6,1000,716.7,232.9,69.36,41.36,52.58,24.12,0.0183938,0.207845,0.013958254,0.013931397,0.09185634
case_5042,11.61,31430000,0.4988,2.501,110.2,90,514.6,1000,716.7,232.9,69.36,41.36,52.58,24.12,0.00635169,0.0666518,0.013958075,0.013930191,0.091807413
case_5043,15.88,9557000,0.08499,18.75,110.2,90,514.6,1000,716.7,232.9,69.36,41.36,52.58,24.12,0.0747406,0.313046,0.013958213,0.013930508,0.091828592
case_5044,4.966,20710000,0.2054,-8.003,110.2,90,514.6,1000,716.7,232.9,69.36,41.36,52.58,24.12,0.0139146,-0.169551,0.013958213,0.013930508,0.091828592
case_5045,2.123,3011000,0.4255,5.121,110.2,90,514.6,1000,716.7,232.9,69.36,41.36,52.58,24.12,0.010294,0.12192,0.013958411,0.01393106,0.091857417
case_5046,38.35,3518000,0.3902,-3.922,110.2,90,514.6,1000,716.7,232.9,69.36,41.36,52.58,24.12,0.00856763,-0.0820357,0.013958305,0.01393065,0.091859646
case_5048,32.92,3111000,0.1249,12.43,110.2,90,514.6,1000,716.7,232.9,69.36,41.36,52.58,24.12,0.0319309,0.249112,0.013958411,0.01393106,0.091857417
case_5049,22.16,11000000,0.1691,0.6982,110.2,90,514.6,1000,716.7,232.9,69.36,41.36,52.58,24.12,0.00819132,0.0214098,0.013958411,0.01393106,0.091857417
case_5050,9.229,34310000,0.2456,-7.468,134,101.5,560.5,1000,732.7,225.8,63.33,59.31,46.36,37.93,0.0135835,-0.186187,0.165593897,0.168282765,1.800457023
case_5051,31.29,2631000,0.09452,3.682,134,101.5,560.5,1000,732.7,225.8,63.33,59.31,46.36,37.93,0.0191875,0.0984122,0.163564634,0.170151437,1.788458662
case_5052,24.84,19900000,0.4218,-5.323,134,101.5,560.5,1000,732.7,225.8,63.33,59.31,46.36,37.93,0.00807455,-0.139766,0.163635077,0.171876331,1.788478551
case_5053,39.51,1492000,0.2174,6.845,134,101.5,560.5,1000,732.7,225.8,63.33,59.31,46.36,37.93,0.0174464,0.17187,0.16363059,0.165225682,1.788276833
case_5054,20.45,56050000,0.4736,11.7,134,101.5,560.5,1000,732.7,225.8,63.33,59.31,46.36,37.93,0.0388106,0.228433,0.163587557,0.169554236,1.788047562
case_5055,16.44,6766000,0.3342,0.8129,134,101.5,560.5,1000,732.7,225.8,63.33,59.31,46.36,37.93,0.00737111,0.0283975,0.16349289,0.16658283,1.787475776
case_5056,34.78,5613000,0.2914,9.867,134,101.5,560.5,1000,732.7,225.8,63.33,59.31,46.36,37.93,0.0227591,0.237279,0.163416276,0.165000953,1.787256068
case_5059,6.497,26770000,0.1543,16.66,134,101.5,560.5,1000,732.7,225.8,63.33,59.31,46.36,37.93,0.0713573,0.332065,0.163431056,0.16647782,1.787565425
case_5061,10.54,24330000,0.4055,-5.542,139.7,184.8,315.7,1000,721.3,209.8,63.06,45,49.26,31.68,0.00879309,-0.135923,0.051398122,0.050444013,-0.856326677
case_5062,0.9352,1371000,0.06296,4.233,139.7,184.8,315.7,1000,721.3,209.8,63.06,45,49.26,31.68,0.0249905,0.102275,0.051398122,0.050444013,-0.856326677
case_5063,22.84,14470000,0.1591,5.52,139.7,184.8,315.7,1000,721.3,209.8,63.06,45,49.26,31.68,0.0136855,0.134663,0.051090402,0.050493479,-0.85390946
case_5064,16.06,10930000,0.1349,10.52,139.7,184.8,315.7,1000,721.3,209.8,63.06,45,49.26,31.68,0.0280385,0.246622,0.051114014,0.04972917,-0.854187703
case_5065,13.58,10300000,0.2492,13.77,139.7,184.8,315.7,1000,721.3,209.8,63.06,45,49.26,31.68,0.0403263,0.286191,0.051126974,0.04890375,-0.85440608
case_5066,29.99,16680000,0.2788,16,139.7,184.8,315.7,1000,721.3,209.8,63.06,45,49.26,31.68,0.0640168,0.281024,0.05112473,0.049177149,-0.854328185
case_5067,6.549,82670000,0.4835,17.38,139.7,184.8,315.7,1000,721.3,209.8,63.06,45,49.26,31.68,0.0831945,0.293247,0.051134208,0.049208946,-0.854537717
case_5068,26.45,20750000,0.43,-3.049,139.7,184.8,315.7,1000,721.3,209.8,63.06,45,49.26,31.68,0.00544381,-0.0738566,0.05112473,0.049177149,-0.854328185
case_5069,34.72,3209000,0.357,-7.923,139.7,184.8,315.7,1000,721.3,209.8,63.06,45,49.26,31.68,0.0170162,-0.184358,0.051134208,0.049208946,-0.854537717
case_5070,26.47,25740000,0.4157,12.38,190.6,108.3,599.1,1000,658.9,255.9,61.35,47.98,46.31,33.67,0.0550461,0.303213,0.01780396,0.017795646,-0.056894879
case_5071,37.53,1102000,0.4816,18.83,190.6,108.3,599.1,1000,658.9,255.9,61.35,47.98,46.31,33.67,0.130522,0.404081,0.017805973,0.017789488,-0.057352922
case_5072,13.18,14080000,0.2886,3.445,190.6,108.3,599.1,1000,658.9,255.9,61.35,47.98,46.31,33.67,0.010232,0.126616,0.01780605,0.017790452,-0.05725092
case_5073,19.34,28700000,0.347,-2.793,190.6,108.3,599.1,1000,658.9,255.9,61.35,47.98,46.31,33.67,0.00720101,-0.0911287,0.01780535,0.017789639,-0.057203907
case_5075,10.64,7579000,0.1277,-9.076,190.6,108.3,599.1,1000,658.9,255.9,61.35,47.98,46.31,33.67,0.0291785,-0.2923,0.017806094,0.017788964,-0.057390696
case_5076,5.703,61640000,0.3815,14.02,190.6,108.3,599.1,1000,658.9,255.9,61.35,47.98,46.31,33.67,0.068161,0.31682,0.017806177,0.017787701,-0.057417366
case_5077,29.58,2791000,0.06652,-5.694,190.6,108.3,599.1,1000,658.9,255.9,61.35,47.98,46.31,33.67,0.0322579,-0.181434,0.017806147,0.017788061,-0.057409741
case_5078,23.6,17530000,0.1552,7.661,190.6,108.3,599.1,1000,658.9,255.9,61.35,47.98,46.31,33.67,0.0229423,0.265041,0.017806177,0.017787701,-0.057417366
case_5079,32.63,2451000,0.2539,-0.684,190.6,108.3,599.1,1000,658.9,255.9,61.35,47.98,46.31,33.67,0.00993128,-0.014984,0.017806204,0.017788313,-0.057423339
case_5080,14.51,11740000,0.4878,-9.56,131.9,162,243.8,1000,754.6,184.4,88.21,48.16,52.16,29.11,0.0163977,-0.175222,0.021899,0.022088983,0.439853981
case_5081,38.39,14130000,0.2193,5.874,131.9,162,243.8,1000,754.6,184.4,88.21,48.16,52.16,29.11,0.010484,0.111583,0.021953837,0.0214231,0.441508526
case_5082,21.55,12770000,0.155,-5.376,131.9,162,243.8,1000,754.6,184.4,88.21,48.16,52.16,29.11,0.0116055,-0.0987225,0.021953837,0.0214231,0.441508526
case_5084,8.162,4414000,0.1055,-1.202,131.9,162,243.8,1000,754.6,184.4,88.21,48.16,52.16,29.11,0.0123198,-0.0206815,0.021962399,0.021361842,0.441752001
case_5085,16.96,951500,0.08171,-0.9349,131.9,162,243.8,1000,754.6,184.4,88.21,48.16,52.16,29.11,0.015797,-0.0156784,0.021951176,0.021316801,0.441475893
case_5086,29.24,8281000,0.2721,15.74,131.9,162,243.8,1000,754.6,184.4,88.21,48.16,52.16,29.11,0.047462,0.237693,0.021958711,0.021369703,0.441603617
case_5088,27.3,30990000,0.3423,11.53,131.9,162,243.8,1000,754.6,184.4,88.21,48.16,52.16,29.11,0.0232714,0.204717,0.021960424,0.021368885,0.441665173
case_5089,32.48,14670000,0.389,3.82,131.9,162,243.8,1000,754.6,184.4,88.21,48.16,52.16,29.11,0.00626933,0.0746916,0.021960424,0.021368885,0.441665173
case_5091,18.42,29730000,0.329,14.67,195.8,73.28,634.6,1000,557.6,278.4,86.69,42.01,53.41,32.7,0.077416,0.340602,0.116796697,0.124053822,1.484981883
case_5092,11.25,28850000,0.3794,-8.119,195.8,73.28,634.6,1000,557.6,278.4,86.69,42.01,53.41,32.7,0.0173044,-0.291093,0.117907817,0.112422584,1.487934974
case_5093,29.95,1893000,0.0528,1.308,195.8,73.28,634.6,1000,557.6,278.4,86.69,42.01,53.41,32.7,0.0312855,0.0526246,0.118061574,0.122481139,1.489147783
case_5094,24.74,24740000,0.2794,-4.58,195.8,73.28,634.6,1000,557.6,278.4,86.69,42.01,53.41,32.7,0.0101547,-0.156541,0.117891693,0.121622745,1.48785196
case_5095,38.05,2100000,0.4423,18.1,195.8,73.28,634.6,1000,557.6,278.4,86.69,42.01,53.41,32.7,0.11567,0.395915,0.117982271,0.12248441,1.488199611
case_5096,34.03,7239000,0.1689,2.624,195.8,73.28,634.6,1000,557.6,278.4,86.69,42.01,53.41,32.7,0.0122666,0.101314,0.118100122,0.118890205,1.489296974
case_5098,6.76,11610000,0.2127,8.355,195.8,73.28,634.6,1000,557.6,278.4,86.69,42.01,53.41,32.7,0.0238714,0.293602,0.117982132,0.121027718,1.488154231
case_5099,15.48,7922000,0.4718,13.13,195.8,73.28,634.6,1000,557.6,278.4,86.69,42.01,53.41,32.7,0.0555996,0.367831,0.117933847,0.119134511,1.4878892
case_5100,16.26,4289000,0.3375,15.96,163.6,75.03,466,1000,606,205.9,83.82,41.92,44.37,24.52,0.0511807,0.271054,0.038235774,0.037373163,-0.655658692
case_5101,36.12,18060000,0.4016,7.978,163.6,75.03,466,1000,606,205.9,83.82,41.92,44.37,24.52,0.0149773,0.192147,0.038235774,0.037373163,-0.655658692
case_5102,3.414,11490000,0.1411,3.472,163.6,75.03,466,1000,606,205.9,83.82,41.92,44.37,24.52,0.0128957,0.0835556,0.0382641,0.036694799,-0.656156104
case_5103,33,29140000,0.45,19.87,163.6,75.03,466,1000,606,205.9,83.82,41.92,44.37,24.52,0.0908013,0.295042,0.03826797,0.03697993,-0.656158307
case_5104,28.28,8859000,0.1081,-2.253,163.6,75.03,466,1000,606,205.9,83.82,41.92,44.37,24.52,0.0130761,-0.0460063,0.038250952,0.03687563,-0.655872415
case_5106,24.47,7053000,0.208,12.11,163.6,75.03,466,1000,606,205.9,83.82,41.92,44.37,24.52,0.0284612,0.258764,0.038269989,0.036805134,-0.656257522
case_5107,12.26,17560000,0.2328,8.72,163.6,75.03,466,1000,606,205.9,83.82,41.92,44.37,24.52,0.0181537,0.200885,0.038262818,0.036953499,-0.656151556
case_5109,6.263,2243000,0.05832,-6.294,163.6,75.03,466,1000,606,205.9,83.82,41.92,44.37,24.52,0.0284964,-0.134242,0.038262818,0.036953499,-0.656151556
case_5110,33.57,413400,0.2783,6.129,140.4,106.5,562.1,1000,849.5,249,63.71,42.34,54.08,37.61,0.0185794,0.156778,0.144949574,0.148669104,1.688687373
case_5111,14.08,7826000,0.1062,-8.552,140.4,106.5,562.1,1000,849.5,249,63.71,42.34,54.08,37.61,0.0260515,-0.218084,0.143348989,0.146388136,1.678333027
case_5112,9.279,10580000,0.3426,4.535,140.4,106.5,562.1,1000,849.5,249,63.71,42.34,54.08,37.61,0.00904812,0.135991,0.143351626,0.149836392,1.678341975
case_5113,23.68,8217000,0.1816,0.851,140.4,106.5,562.1,1000,849.5,249,63.71,42.34,54.08,37.61,0.011542,0.0294024,0.144949574,0.148669104,1.688687373
case_5114,7.254,70140000,0.4337,9.236,140.4,106.5,562.1,1000,849.5,249,63.71,42.34,54.08,37.61,0.0266587,0.226783,0.143452972,0.151178843,1.678580267
case_5115,0.1573,49050000,0.4004,-4.286,140.4,106.5,562.1,1000,849.5,249,63.71,42.34,54.08,37.61,0.00700218,-0.118489,0.143348989,0.146388136,1.678333027
